Lessee Name,Car Mark,FMS Lessee Number,Contract,Contract Expiration,Primary Commodity,CSR,CSL,Commericial,Past Region,2026 Region,Jacketed,Lined,Lining Type,Car Age,Mark,Number,Mark2,Car Type Level 2,Min (no lining),Min w lining,Interior Lining,Rule 88B ,Safety Relief,Service Equipment ,Stub Sill,Tank Thickness,Tank Qualification,Portfolio,Car,Year,Cars & Year,Full/Partial Qual,Reason Shopped,Perform Tank Qual,Scheduled,Current Status,Adjusted Status,Plan Status,AITX Fleet Services of Canada Inc. (Sarnia),AITX Railcar Services LLC (N Kansas City),AITX Mini/Mobile Unit 93 (Mounds),AITX Mobile Headquarters (LaPorte),AITX Mobile Operations (Houston),AITX Railcar Services LLC (Brookhaven),AITX Railcar Services LLC (Bude),AITX Railcar Services LLC (Longview),AITX Railcar Services LLC (Tennille),AITX Repair-KCK MRU (Kansas City),"AITX Repair-Milton, PA MRU","AITX Repair-Sweetwater, TX MRU ",Apache Railway - Snowflake AZ (Snowflake),Blastech Corp (BRANTFORD),"CAD Railway Services (Lachine, Montreal)","CALTRAX, Inc. (Calgary)",CANDO Rail Services (Oakbank),Cathcart (Amarillo) (Amarillo),Cathcart (Elk Mills) (Elk Mills),Cathcart - Hinton (Hinton),Cathcart (Lynchburg) (Lynchburg),Cathcart - Kansas City (Kansas City),Cathcart - Maumee (Maumee),Cathcart Rail - Hastings (Hastings),Curry Rail Services - Hollidaysburg PA (Hollidaysburg),Curry Rail Services Hockley (Hockley),Curry Rail Services Shoshoni (Shoshoni),Eagle Railcar (Cairo),Eagle Railcar (Channelview) (Eastland),Eagle Railcar (DuBois),Eagle Railcar (Elkhart),Eagle Railcar (Fitzgerald),Eagle Railcar (Gordon),Eagle Railcar (Junction City),Eagle Railcar (Longview),Eagle Railcar-Georgetown/Orange (Georgetown),Eagle Railcar Services (Orange),Eagle Railcar Services (Roscoe),Eagle Railcar (Washington),Eagle Railcar (Wichita Falls),"Frit Car and Equipment, Inc. (Brewton)","Frit Car and Equipment, Inc. (Bridgeton)",Greenbrier Repair & Services (Cleburne),Greenbrier Repair & Services (Finley),Greenbrier Repair-Central (Marmaduke),"Greenbrier Rail Services (Omaha, NE)","H.C. Chandler and Son, Inc. (Plantersville)",Iron Horse Rail Services (Beaumont),KRS Katahdin Railcar Services  (Bangor),"Midwest Railcar Repair, Inc. (Brandon (Corson))","PSC Repair (Beaumont, TX)",Procor Limited (N. Van),Procor Limited (Joffre),Procor Limited (Sarnia),"Procor - Transmark (Lethbridge, AB)","Rescar (Savanna, IL)","TLC Rail Services/Inserv-Wright City (Wright City, OK)","TMC Engineering Services (Houston, TX)",TNT Repair Services (Longview),Transco (Texarkana),Transco Rail (Sayre),Transco Railway (Oelwein),"Transco Railway Products, Inc. (Miles City)","Transco-Sheldon, TX (Houston)","Transitech, Inc. (Fordyce)","Trinity Industries, Inc. (Ft. Worth)","Trinity Industries, Inc. (Saginaw)","Trinity Rail Services (Shell Rock, IA)","Trinity Rail - Sunray (Sunray, TX)","Red River Coatings (Nash, TX)",Rescar #380 (Deer Park),"Texana Midway Tank Cleaning (Texarkana, TX)",VLS RECOVERY SERVICES  - Hockley (hockley),Column1,
"Coffeyville Resources Nitrogen Fertilizers, LLC",SHQX215401,1808,008793 0003,9/30/2028,"UREA,AMMONIUM NITRATE SOLUTION(UAN) (NB014) (NB014)",,,,EC,,Jacketed,Lined,Plasite 9573 (Epoxy / Epoxy),10,SHQX,215401,,Specialty Tank,,,2030,2026,2026,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2028,,,8/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2026,
"Coffeyville Resources Nitrogen Fertilizers, LLC",SHQX215402,1808,008793 0003,9/30/2028,"UREA,AMMONIUM NITRATE SOLUTION(UAN) (NB014) (NB014)",,,,EC,,Jacketed,Lined,Plasite 9573 (Epoxy / Epoxy),10,SHQX,215402,,Specialty Tank,,,2030,2026,2026,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Enroute,2028,,,11/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,
Compass Minerals America Inc.,STPX094394,1921,009523 0001,2/28/2029,MAGNESIUM CHLORIDE SOLUTION (GE260) (GE260),,,,SE,,Non-Jacketed,,Plasite 9573 (Epoxy / Epoxy),35,STPX,094394,,General Service Tank,,,,2034,2034,2026,2034,,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,3/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/1/2026,
Compass Minerals America Inc.,STPX094395,1921,009523 0001,2/28/2029,MAGNESIUM CHLORIDE SOLUTION (GE260) (GE260),,,,SE,,Non-Jacketed,,Plasite 9573 (Epoxy / Epoxy),35,STPX,094395,,General Service Tank,,,,2034,2034,2026,2034,,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,4/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2026,
Compass Minerals America Inc.,STPX094397,1921,009523 0001,2/28/2029,MAGNESIUM CHLORIDE SOLUTION (GE260) (GE260),,,,SE,,Non-Jacketed,,Plasite 9573 (Epoxy / Epoxy),35,STPX,094397,,General Service Tank,,,,2034,2034,2026,2034,,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,5/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/1/2026,
Compass Minerals America Inc.,STPX094402,1921,009523 0001,2/28/2029,MAGNESIUM CHLORIDE SOLUTION (GE260) (GE260),,,,SE,,Non-Jacketed,,Plasite 9573 (Epoxy / Epoxy),35,STPX,094402,,General Service Tank,,,,2034,2034,2026,2034,,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,6/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2026,
Compass Minerals America Inc.,STPX094407,1921,009523 0001,2/28/2029,MAGNESIUM CHLORIDE SOLUTION (GE260) (GE260),,,,SE,,Non-Jacketed,,Plasite 9573 (Epoxy / Epoxy),35,STPX,094407,,General Service Tank,,,,2034,2034,2026,2034,2034,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,7/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2026,
Compass Minerals America Inc.,STPX094408,1921,009523 0001,2/28/2029,MAGNESIUM CHLORIDE SOLUTION (GE260) (GE260),,,,SE,,Non-Jacketed,,Plasite 9573 (Epoxy / Epoxy),35,STPX,094408,,General Service Tank,,,,2034,2034,2026,2034,,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,8/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2026,
Compass Minerals America Inc.,STPX094410,1921,009523 0001,2/28/2029,MAGNESIUM CHLORIDE SOLUTION (GE260) (GE260),,,,SE,,Non-Jacketed,,Plasite 9573 (Epoxy / Epoxy),35,STPX,094410,,General Service Tank,,,,2033,2033,2026,2033,,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,9/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/1/2026,
Compass Minerals America Inc.,STPX094411,1921,009523 0001,2/28/2029,MAGNESIUM CHLORIDE SOLUTION (GE260) (GE260),,,,SE,,Non-Jacketed,,Plasite 9573 (Epoxy / Epoxy),35,STPX,094411,,General Service Tank,,,,2034,2034,2026,2034,,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,10/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2026,
Compass Minerals America Inc.,STPX094412,1921,009523 0001,2/28/2029,MAGNESIUM CHLORIDE SOLUTION (GE260) (GE260),,,,SE,,Non-Jacketed,,Plasite 9573 (Epoxy / Epoxy),35,STPX,094412,,General Service Tank,,,,2034,2034,2026,2034,,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,11/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2026,
Compass Minerals America Inc.,STPX094413,1921,009523 0001,2/28/2029,MAGNESIUM CHLORIDE SOLUTION (GE260) (GE260),,,,SE,,Non-Jacketed,,Plasite 9573 (Epoxy / Epoxy),35,STPX,094413,,General Service Tank,,,,2033,2033,2026,2033,,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,12/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/2026,
"GCP Applied Technologies, Inc.",STPX094523,2058,009269 0003,10/31/2030,CALCIUM NITRITE (W.R.GRACE ONLY) (GE290) (GE290),,,,SE,,Jacketed,,#N/A,35,STPX,094523,,Specialty Tank,,,,2026,2034,2034,2026,2026,2026,On Lease,Active,2026,,Full Qual,,,Need Shopping,To Be Routed,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Charm Industrial, Inc.",STPX094624,2282,009519 0001,12/31/2026,"Additives, Fuel Oil, Gasoline, Lubricating, Oil, Petroleum (SF) (IM013) (IM013)",,,,SC,,Jacketed,Lined,,34,STPX,094624,,General Service Tank,,,2026,2032,2033,2033,2032,2027,2027,On Lease,Active,2026,,Partial Qual,,,Need Shopping,To Be Routed,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Charm Industrial, Inc.",STPX094625,2282,009519 0001,12/31/2026,"Additives, Fuel Oil, Gasoline, Lubricating, Oil, Petroleum (SF) (IM013) (IM013)",,,,SC,,Jacketed,Lined,,34,STPX,094625,,General Service Tank,,,2026,2032,2033,2033,2032,2027,2027,On Lease,Active,2026,,Partial Qual,,,Need Shopping,To Be Routed,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Charm Industrial, Inc.",STPX094626,2282,009519 0001,12/31/2026,"Additives, Fuel Oil, Gasoline, Lubricating, Oil, Petroleum (SF) (IM013) (IM013)",,,,SC,,Jacketed,Lined,Hempaline 740,34,STPX,094626,,General Service Tank,,,2026,2031,2033,2031,2031,,2031,On Lease,Active,2026,,Partial Qual,,,Need Shopping,To Be Routed,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Charm Industrial, Inc.",STPX094627,2282,009519 0001,12/31/2026,"Additives, Fuel Oil, Gasoline, Lubricating, Oil, Petroleum (SF) (IM013) (IM013)",,,,SC,,Jacketed,Lined,,34,STPX,094627,,General Service Tank,,,2026,2033,2033,2033,2033,2033,2033,On Lease,Active,2026,,Partial Qual,,,Need Shopping,To Be Routed,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"ICOF AMERICA, INC",STPX200556,1422,009283 0018,3/31/2029,Lauryl Myristyl Alcohol (SF) (IM107) (IM107),,,,NC,,Jacketed,,Hempel 85671 (Phenolic Epoxy) Hempel,29,STPX,200556,,General Service Tank,,,,2026,2028,2028,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2029,Not confirmed,,,,,,,,7/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2026,
"PBX, Inc.",STPX200603,2214,009436 0001,4/30/2028,TALLOW (KE100) (KE100),,,,SC,SC,Jacketed,,,29,STPX,200603,,General Service Tank,,,,2026,2032,2032,2026,2032,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2028,,,,,,,,,,,,,4/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2026,
"PBX, Inc.",STPX200608,2214,009436 0001,4/30/2028,TALLOW (KE100) (KE100),,,,SC,SC,Jacketed,,,29,STPX,200608,,General Service Tank,,,,2026,2032,2032,2026,2032,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2028,,,,,,,,,,,,,4/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2026,
"PBX, Inc.",STPX200620,2214,009436 0001,4/30/2028,TALLOW (KE100) (KE100),,,,SC,SC,Jacketed,,,29,STPX,200620,,General Service Tank,,,,2026,2033,2033,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2028,,,,,,,,,,,,,4/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2026,
"PBX, Inc.",STPX200623,2214,009436 0001,4/30/2028,TALLOW (KE100) (KE100),,,,SC,,Jacketed,,,29,STPX,200623,,General Service Tank,,,,2026,2032,2032,2026,2032,2026,On Lease,Active,2026,,Full Qual,B/O BOV,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,8/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2025,
"PBX, Inc.",STPX200672,2214,009436 0001,4/30/2028,TALLOW (KE100) (KE100),,,,SC,SC,Jacketed,,,29,STPX,200672,,General Service Tank,,,,2026,2032,2032,2026,2032,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2028,,,,,,,,,,,,,4/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2026,
"PBX, Inc.",STPX200683,2214,009436 0001,4/30/2028,TALLOW (KE100) (KE100),,,,SC,,Jacketed,,,29,STPX,200683,,General Service Tank,,,,2026,2032,2032,2026,2026,2026,On Lease,Active,2026,,Full Qual,Bad Order,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2025,,,,,,,,,,,,1/1/2025,
Tiger Calcium Services Inc.,STPX200708,1557,009359 0002,1/31/2026,CALCIUM CHLORIDE SOLUTION (GE080) (GE080),,,,W,,Jacketed,Lined,Plasite 9570 (Epoxy / Epoxy),29,STPX,200708,,General Service Tank,,,2026,2028,2030,2028,2028,2030,2028,On Lease,Active,2026,,Partial Qual,LINING INSPECTION,No,Planned Shopping,To Be Routed,2026,,6/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2026,
Tiger Calcium Services Inc.,STPX200711,1557,009359 0002,1/31/2026,CALCIUM CHLORIDE SOLUTION (GE080) (GE080),,,,W,,Jacketed,Lined,Plasite 9570 (Epoxy / Epoxy),29,STPX,200711,,General Service Tank,,,2026,2026,2030,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2026,,7/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2026,
Tiger Calcium Services Inc.,STPX200719,1557,009359 0002,1/31/2026,CALCIUM CHLORIDE SOLUTION (GE080) (GE080),,,,W,,Jacketed,Lined,Plasite 9500 (Epoxy / Epoxy),29,STPX,200719,,General Service Tank,,,2026,2026,2030,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2026,,8/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2026,
Tiger Calcium Services Inc.,STPX200721,1557,009359 0002,1/31/2026,CALCIUM CHLORIDE SOLUTION (GE080) (GE080),,,,W,,Jacketed,Lined,Hempel 15500,29,STPX,200721,,General Service Tank,,,2026,2026,2030,2026,2026,,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2026,,9/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/1/2026,
Tiger Calcium Services Inc.,STPX200724,1557,009359 0002,1/31/2026,CALCIUM CHLORIDE SOLUTION (GE080) (GE080),,,,W,,Jacketed,Lined,Plasite 9500 (Epoxy / Epoxy),29,STPX,200724,,General Service Tank,,,2029,2026,2026,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2026,,10/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2026,
Tiger Calcium Services Inc.,STPX200730,1557,009359 0002,1/31/2026,CALCIUM CHLORIDE SOLUTION (GE080) (GE080),,,,W,,Jacketed,Lined,Plasite 9570 (Epoxy / Epoxy),29,STPX,200730,,General Service Tank,,,2027,2026,2030,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2026,,11/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2026,
Tiger Calcium Services Inc.,STPX200731,1557,009359 0002,1/31/2026,CALCIUM CHLORIDE SOLUTION (GE080) (GE080),,,,W,,Jacketed,Lined,Plasite 9570 (Epoxy / Epoxy),29,STPX,200731,,General Service Tank,,,2026,2026,2030,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2026,,12/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/2026,
Tiger Calcium Services Inc.,STPX200736,1557,009359 0002,1/31/2026,CALCIUM CHLORIDE SOLUTION (GE080) (GE080),,,,W,,Jacketed,Lined,Plasite 9570 (Epoxy / Epoxy),29,STPX,200736,,General Service Tank,,,2026,2027,2027,2027,2027,2027,2027,On Lease,Active,2026,,Partial Qual,LINING INSPECTION,No,Planned Shopping,To Be Routed,2026,,12/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/2026,
"KBX Logistics, LLC",STPX220156,3949,010241 0004,11/30/2026,"AMMONIA, ANHYDROUS (DB010) (DB010)",,,,NC,,Jacketed,,,30,STPX,220156,,Pressure Tank,,,,2026,2029,2029,2026,2026,2026,On Lease,Active,2026,,Full Qual,,,Need Shopping,To Be Routed,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"KBX Logistics, LLC",STPX220166,3949,010241 0004,11/30/2026,"AMMONIA, ANHYDROUS (DB010) (DB010)",,,,NC,,Jacketed,,,30,STPX,220166,,Pressure Tank,,,,2026,2029,2029,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2026,Not confirmed,2/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2026,
"KBX Logistics, LLC",STPX220169,3949,010241 0004,11/30/2026,"AMMONIA, ANHYDROUS (DB010) (DB010)",,,,NC,,Jacketed,,,30,STPX,220169,,Pressure Tank,,,,2026,2029,2029,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2026,Not confirmed,3/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/1/2026,
"KBX Logistics, LLC",STPX220171,3949,010241 0004,11/30/2026,"AMMONIA, ANHYDROUS (DB010) (DB010)",,,,NC,,Jacketed,,,30,STPX,220171,,Pressure Tank,,,,2026,2029,2029,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2026,Not confirmed,4/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2026,
"KBX Logistics, LLC",STPX220206,3949,010241 0004,11/30/2026,"AMMONIA, ANHYDROUS (DB010) (DB010)",,,,NC,,Jacketed,,,30,STPX,220206,,Pressure Tank,,,,2026,2029,2029,2026,2026,2026,On Lease,Active,2026,,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2026,Not confirmed,5/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/1/2026,
"Rocky Mountain Transportation Services, Inc.",STPX220256,3772,009308 0002,2/28/2026,BUTANE (DA010) (DA010),,,,SC,,Jacketed,Lined,,30,STPX,220256,,Pressure Tank,,,2026,2026,2026,2026,2027,2026,2026,On Lease,Active,2026,,Full Qual,Bad Order,Yes,Planned Shopping,Complete ,2026,,3/7/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/7/2025,
"The Andersons, Inc.",STPX220257,3499,009455 0003,3/31/2025,PROPANE (DA100) (DA100),,,,#N/A,,Jacketed,,,30,STPX,220257,,Pressure Tank,,,,2026,2026,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,Arrived,2025,,,5/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/1/2025,
"Rocky Mountain Transportation Services, Inc.",STPX220260,3772,009308 0002,2/28/2026,BUTANE (DA010) (DA010),,,,SC,,Jacketed,,,30,STPX,220260,,Pressure Tank,,,,2026,2026,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,,,Need Shopping,To Be Routed,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"The Andersons, Inc.",STPX220267,3499,009455 0003,3/31/2025,PROPANE (DA100) (DA100),,,,#N/A,,Jacketed,,,30,STPX,220267,,Pressure Tank,,,,2026,2032,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,Arrived,2025,,,6/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2025,
"The Andersons, Inc.",STPX220268,3499,009455 0003,3/31/2025,PROPANE (DA100) (DA100),,,,#N/A,,Jacketed,,,30,STPX,220268,,Pressure Tank,,,,2033,2026,2026,2033,2026,2026,On Lease,Active,2026,,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,Arrived,2025,,,6/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2025,
"The Andersons, Inc.",STPX220277,3499,009455 0003,3/31/2025,PROPANE (DA100) (DA100),,,,#N/A,,Jacketed,,,30,STPX,220277,,Pressure Tank,,,,2026,2026,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,Arrived,2025,,,7/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2025,
"The Andersons, Inc.",STPX220279,3499,009455 0003,3/31/2025,PROPANE (DA100) (DA100),,,,#N/A,,Jacketed,,,30,STPX,220279,,Pressure Tank,,,,2026,2026,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,Arrived,2025,,,6/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2025,
"The Andersons, Inc.",STPX220282,3499,009455 0003,3/31/2025,PROPANE (DA100) (DA100),,,,#N/A,,Jacketed,,,30,STPX,220282,,Pressure Tank,,,,2026,2026,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,Arrived,2025,,,8/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2025,
"The Andersons, Inc.",STPX220283,3499,009455 0003,3/31/2025,PROPANE (DA100) (DA100),,,,#N/A,,Jacketed,,,30,STPX,220283,,Pressure Tank,,,,2026,2026,2026,2026,2026,2026,On Lease,Active,2026,,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,Arrived,2025,,,6/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2025,
