"Action,Id,ShopName,ShopNameDisplay,ShopStatus,ShopType,SPLC,SCAC,Address1,Address2,City,State,Zip,IsAITXShop,CertifcationClass,CertificationDate,CertificateExpiration,Comment,CurrencyCode,DeliveryLines,DisplayOnCustomerMap,DisplayOnWebPortal,Email,EnvironmentalReview,Fax,LaborRate,Latitude,Longitude,LogoURL,Phone,SAP,Website,EnterDate,EnterUserId,LastEditDate,LastEditUserId,Last Verified,,,,"
",2344,Y - Northshore Mining Company (Bmt),Y - Northshore Mining Company (BMT) (Hoyt Lakes),Active,Storage Yard,500710000,NSMM,Mesaba Track E 110,,Hoyt Lakes,MN,55750,No,,,,,,,No,No,paul@bmtgroup.us,No,,,,,,(406) 490-2598,1008579,,2023-01-06 00:00:00,1,2023-10-03 08:19:11,5746,2025-03-03,,,,"
",853,Y - Nys&W Railroad (New Jersey),Y - NYS&W Railroad (New Jersey) (North Bergen),Review,Storage: Customer,191410000,,,,North Bergen,NJ,nan,No,,,,,,,No,No,,No,,,,,,,0,,2010-04-22 08:10:10,247,2024-10-17 09:58:48,5822,2025-03-03,,,,"
",2345,Y - Ohio Commerce Center Occ,Y - Ohio Commerce Center OCC (Lordstown),Active,Storage Yard,344192000,OCLO,5232 Tod Ave SW,,Lordstown,OH,44482,No,,,,Contact:  Jennifer Simpson  Site Operations Supervisor  419-982-3166,,CSX,No,No,jennifer@ohiocommercecenter.com,No,,,,,,,1008847,,2023-01-06 00:00:00,1,2023-11-30 09:49:39,5715,2025-03-03,,,,"
",803,""Y - Ohio Rail Storage (Minerva, Oh)"",""Y - Ohio Rail Storage (Minerva, OH) (Minerva)"",Review,Storage Yard,344854000,,,,Minerva,OH,nan,No,,,,,,,No,No,,No,,,40.73321,-81.096182,,,0,,2009-06-01 13:17:10,247,2024-10-17 10:02:12,5822,2025-03-03,,,,"
",496,Y - Ohio Rail Storage Track,Y - Ohio Rail Storage Track (Mechanicstown),Review,Storage Yard,347433000,,P.O. Box 75,,Mechanicstown,OH,41651,No,,,,,,,No,No,,No,(330) 738-6735,,40.605221,-80.979366,,(330) 738-6735,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",2346,Y - Ontario Midland Railroad,Y - Ontario Midland Railroad (Sodus),Active,Storage Yard,183123000,OMID,48 Belden Ave,,Sodus,NY,14551,No,,,,(315) 483-2152,,CSXT,No,No,omid@ontariomidland.com,No,,,,,,,1008850,,2023-01-06 00:00:00,1,2023-09-25 14:27:22,5746,2025-03-03,,,,"
",2774,""Y - Pennsylvania & Southern (P&S) Culbertson, Pa"",""Y - Pennsylvania & Southern (P&S) Culbertson, PA (Chambersburg)"",Active,Storage Yard,209741000,,375 New York Ave,,Chambersburg,PA,17201,No,,,,,,CSXT,No,No,pscrrco.gmail.com,No,,,39.9923243,-77.6419587,,,0,,2024-09-20 00:00:00,1,2024-10-17 10:59:12,5822,2025-03-03,,,,"
",2747,Y - Pennsylvania & Southern Railway,Y - Pennsylvania & Southern Railway (Chambersburg),Active,Storage Yard,209740000,,375 New York Ave,,Chambersburg,PA,17201,No,,,,,,""CSXT,PSCC"",No,No,psrrco@gmail.com,No,,,39.9923243,-77.6419587,,(717) 261-5978,0,,2024-09-20 00:00:00,1,2024-10-17 10:59:28,5822,2025-03-03,,,,"
",2291,Y - Pfl / Scxy - Hinckley Mn,Y - PFL / SCXY - Hinckley MN (rush city),Review,Storage Yard,501868000,SCXY,175 West 4th Street,,rush city,MN,55069,No,,,,Added from Insight,,,No,No,,No,,,,,,,0,,2023-01-06 00:00:00,1,2023-03-24 13:58:06,5746,2025-03-03,,,,"
",2834,Y - Pfl Petroleum Services Limited,Y - PFL Petroleum Services Limited (Slaton),Active,Storage Yard,677173000,,10917 E FM 2150 E County Rd 78,,Slaton,TX,79364,No,,,,Origin Switch SLAL Junction SLATON    South Plains Lamesa Railroad LTD,,SLAL/BNSF,No,No, dc@pflpetroleum.com,No,,,,,,(239) 390-2885,0,,2024-09-20 00:00:00,1,2024-10-17 10:23:04,5822,2025-03-03,,,,"
",351,Y - Pioneer Industrial Rw Storage Track,Y - Pioneer Industrial RW Storage Track (Peoria),Review,Storage Yard,388260000,,1318 S. Johanson Road,,Peoria,IL,nan,No,,,,,,,No,No,tammy@pioneer-railcorp.co,No,(800) 554-7329,,40.695325,-89.595716,,(309) 697-1400,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",771,Y - Pioneer Resources Storage (Hm) (Hayti),Y - Pioneer Resources Storage (HM) (Hayti) (Hayti),Review,Storage Yard,577637000,,,,Hayti,MO,nan,No,,,,,,,No,No,,No,,,36.225858,-89.774265,,,0,,2008-11-14 09:58:12,247,2024-10-17 11:04:36,5822,2025-03-03,,,,"
",2876,Y - Prairie Line,Y - Prairie Line (O'Fallon),Active,Storage Yard,396623000,,640 Pierce Blvd,Ste 100,O'Fallon,IL,62269,No,,,,Use TRRA as the shortline PU party,,CSXT,No,No,aaron@theprairieline.com,No,,,,,,(314) 517-0529,0,,2024-09-20 00:00:00,1,2024-10-17 07:56:49,5822,2025-03-03,,,,"
",2770,Y - Progress Rail,Y - Progress Rail (Parsons),Active,Storage Yard,587820000,,,,Parsons,KS,nan,No,,,,,,,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-10-17 09:36:30,5822,2025-03-03,,,,"
",2867,Y - Progressive Rail,Y - Progressive Rail (Lakeville ),Active,Storage Yard,504760000,,21778 Highview Ave,,Lakeville ,MN,55044,No,,,,,,CPRS/BNSF/UP,No,No,,No,,,44.6343593,-93.2371098,,,0,,2024-09-20 00:00:00,1,2024-10-17 09:44:28,5822,2025-03-03,,,,"
",2771,Y - Rail Ready,Y - Rail Ready (Marion),Active,Storage Yard,398760000,,,,Marion,IL,nan,No,,,,,,BNSF/UP,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-10-17 07:57:20,5822,2025-03-03,,,,"
",2348,Y - Railmark Industrial Railway,Y - Railmark Industrial Railway (Madisonville),Active,Storage Yard,297340000,RIRY,PO Box 1185,,Madisonville,KY,42431,No,,,,""(270) 477-7000, 24-Hour Receptionist  (812) 454-2350, Sales & Marketing Direct"",,,No,No,,No,,,,,,,1008861,,2023-01-06 00:00:00,1,2023-09-25 14:39:00,5746,2025-03-03,,,,"
",66,Y - Reading And Northern,Y - Reading and Northern (),Review,Storage Yard,,,,,,,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2008-11-12 09:49:06,253,2025-03-03,,,,"
",2157,Y - Red River Valley & Western,Y - Red River Valley & Western (Breckenridge),Active,Storage Yard,506160000,,422 Minnesota Ave,,Breckenridge,MN,56520,No,,,,Operations:    Phone: (218) 643-4994,,""BNSF, CP"",No,No,ethan.smith@rrvw.net,No,,,,,,(701) 642-8257,1008214,,2021-04-21 13:56:26,3492,2024-05-30 08:20:31,5746,2025-03-03,,,,"
",271,Y - Respondek Railroad Corp. Storage Track,Y - Respondek Railroad Corp. Storage Track (Lynnville),Review,Storage Yard,378832000,,""P.O. Box 298, Crossville, IL  62827"",,Lynnville,IN,nan,No,,,,,,,No,No,dougjobe@ezol.com,No,(302) 836-2941,,38.199608,-87.31041,,(302) 836-2941,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",323,Y - Respondek Railroad Storage Track,Y - Respondek Railroad Storage Track (Orient Mine),Review,Storage Yard,395919000,,,,Orient Mine,IL,nan,No,,,,,,,No,No,dougjobe@ezol.com,No,(302) 836-2941,,37.804344,-88.891441,,(302) 836-2941,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",2049,""Y - Respondek/Squaw Creek (Boonville, In)"",""Y - Respondek/Squaw Creek (Boonville, IN) (Chandler)"",Review,Storage Yard,378875000,,5555 New Harmony Road,,Chandler,IN,47610,No,,,,""Carrier is NS.  Routing:  Respondek/Squaw Creek  Boonville, IN  "",,,No,No,,No,,,,,,,0,,2016-08-18 12:08:54,247,2024-10-17 09:27:27,5822,2025-03-03,,,,"
",2349,Y - Ringneck & Western Rr (Mitchell Sd),Y - Ringneck & Western RR (Mitchell SD) (Mitchell),Active,Storage Yard,528230000,RNMS,520 N Lawler St,Suite 200,Mitchell,SD,nan,No,,,,storage@watco.com,,BNSF,No,No,storage@watco.com,No,,,,,,,1008582,,2023-01-06 00:00:00,1,2023-09-25 14:40:37,5746,2025-03-03,,,,"
",3089,Y - Rio Valley Switching Co,Y - Rio Valley Switching Co (Harlingen),Active,Storage Yard,689844000,,1606 Wilson Rd,,Harlingen,TX,78552,No,,,,,,UP,No,No,patrick@riovalleyswitching.com,No,,,26.2117118,-97.7117108,,(956) 971-9111,0,,2024-09-20 00:00:00,1,2024-10-17 10:23:38,5822,2025-03-03,,,,"
",2746,Y - Rio Valley Switching Crew,Y - Rio Valley Switching Crew (McAllen),Active,Storage Yard,689980000,,101 N. 21st. St.,,McAllen,TX,78501,No,,,,,,UP-HARLI-RVSC,No,No,patrick@riovalleyswitching.com  ,No,,,26.2061913,-98.2428642,,(956) 971-9111,0,,2024-09-20 00:00:00,1,2024-10-17 10:24:01,5822,2025-03-03,,,,"
",2025,Y - Ripley And New Albany Rr,Y - Ripley and New Albany RR (New Albany),Active,Storage Yard,481650000,,200 North Railroad Ave,,New Albany,MS,38652,No,,,,,,BNSF,No,No,customer.service@patriotrail.com,No,,,,,,,1008337,,2016-03-10 10:12:28,10,2024-05-30 08:21:02,5746,2025-03-03,,,,"
",2161,Y - Riverport Railroad,Y - Riverport Railroad (Savanna),Active,Storage Yard,383658000,,2226 Main,,Savanna,IL,61074,No,,,,Rosebud Spur - delivery address,,BNSF,No,No,operations@rvprr.com,No,,,,,,,1007658,,2021-07-29 17:07:09,3492,2024-05-30 08:21:42,5746,2025-03-03,,,,"
",3144,Y - Rj Corman Central Kentucky Lines (Rjcc),Y - RJ Corman Central Kentucky Lines (RJCC) (Lexington),Active,Storage Yard,,,133 Buchanan St.,,Lexington,KY,40508,No,,,,""CSXT:  Louisville, KY and Winchester, KY  NS: Lexington, KY"",,""NS, CSXT"",No,No,Gerald.Abney@RJCorman.com,No,,,,,,,1008267,,2025-01-21 10:15:57,5746,2025-01-21 10:15:57,5746,2025-03-03,,,,"
",804,Y - Rj Corman Railroad Co.,Y - RJ Corman Railroad Co. (Bardstown Junction),Review,Storage Yard,289533000,,,,Bardstown Junction,KY,nan,No,,,,,,,No,No,,No,,,37.941456,-85.700483,,,0,,2009-06-08 11:09:54,10,2024-10-17 09:37:42,5822,2025-03-03,,,,"
",924,Y - Rocky Mountain Railcar,Y - Rocky Mountain Railcar (Warner),Active,Storage Yard,764534000,,,,Warner,UT,nan,No,,,,Same location / SAP number as the repair shop.  ,,,No,No,roland@rockymountainrailcar.com,No,,,,,,,1006996,,2011-07-01 08:34:07,49,2024-05-30 08:22:40,5746,2025-03-03,,,,"
",3090,Y - Rvprr,Y - RVPRR (Robinson Spur),Active,Storage Yard,383446000,,,,Robinson Spur,IL,nan,No,,,,,,BNSF,No,No,a.martelle@rvprr.com; operations@rvprr.com,No,,,42.211011,-90.292951,,,0,,2024-09-20 00:00:00,1,2024-10-17 07:57:59,5822,2025-03-03,,,,"
",2350,Y - Saint Maries River Rr,Y - Saint Maries River RR (Saint Maries),Active,Storage Yard,830922000,SMSI,318 N 10th St,,Saint Maries,ID,83861,No,,,,Matthew Ruple  mdr.iobinc@yahoo.com   C: 801-645-1013  ,,UP,No,No,mdr.iobinc@yahoo.com,No,,,,,,,1008867,,2023-01-06 00:00:00,1,2023-09-25 12:36:12,5746,2025-03-03,,,,"
",2752,Y - San Luis & Rio Grande,Y - San Luis & Rio Grande (Walensburg),Active,Storage Yard,749670000,,,,Walensburg,CO,nan,No,,,,,,""UP,SLRG"",No,No,,No,,,37.4668564,-105.8656831,,,0,,2024-09-20 00:00:00,1,2024-10-16 12:23:39,5822,2025-03-03,,,,"
",2351,Y - Sand Springs Railway (Omnitrax),Y - Sand Springs Railway (Omnitrax) (Sand Springs),Active,Storage Yard,622258000,SSRR,1650 South 81 West avenue,,Sand Springs,OK,74127,No,,,,877.276.3777  cscus@omnitrax.com    Caylin Chavez  520.784.8505  cchavez@omnitrax.com,,""UP, BNSF"",No,No,cscus@omnitrax.com,No,,,,,,,1008866,,2023-01-06 00:00:00,1,2024-03-27 11:31:13,5746,2025-03-03,,,,"
",497,Y - Sequatchie Valley Rr,Y - Sequatchie Valley RR (Bridgeport),Active,Storage Yard,471123000,,,120 Soulard Square,Bridgeport,AL,35740,No,,,,,,SQSC/CSX,No,No,brandon@ironhorseresources.com  ,No,,,34.959684,-85.725632,,(423) 355-9711,1010096,,2007-04-01 00:00:00,1,2024-11-06 12:45:09,5746,2025-03-03,,,,"
",2779,Y - Sequatchie Valley Rr (Sqsc)(Use This One) 2.50,Y - Sequatchie Valley RR (SQSC)(USE THIS ONE) 2.50 (Bridgeport),Active,Storage Yard,471123000,,120 Soulard Sq,,Bridgeport,AL,35740,No,,,,,,CSXT/SQSC,No,No,brandon@ironhorseresources.com  ,No,,,34.961078,-85.7156877,,(423) 355-9711,0,,2024-09-20 00:00:00,1,2024-10-16 12:17:58,5822,2025-03-03,,,,"
",19,Y - Shawnee Terminal Storage Track,Y - Shawnee Terminal Storage Track (Cairo),Review,Storage Yard,388260000,,""1318 S. Johnson Rd., Peoria, Il  61607"",,Cairo,IL,61607,No,,,,,,,No,No,jpainter1@pioneer-railcor,No,(800) 554-7329,,37.038462,-89.186325,,(800) 914-7852,0,,2007-04-01 00:00:00,1,2009-07-17 15:24:05,35,2025-03-03,,,,"
",3091,Y - Slrg,Y - SLRG (Alamosa),Active,Storage Yard,757480000,,601 State Ave,,Alamosa,CO,81101,No,,,,,,UP,No,No,,No,,,37.4668442,-105.8656811,,,0,,2024-09-20 00:00:00,1,2024-10-16 12:24:05,5822,2025-03-03,,,,"
",776,""Y - South Central Tennessee Rr (Sctr) (Colesburg,"",""Y - South Central Tennessee RR (SCTR) (Colesburg,  (Colesburg)"",Review,Storage Yard,436475000,,,,Colesburg,TN,nan,No,,,,Kathy Wherry ,,,No,No,sctrr@aol.com,No,,,36.06936,-87.345943,,(931) 729-4227,0,,2009-01-07 11:09:19,247,2024-10-17 10:19:48,5822,2025-03-03,,,,"
",2352,Y - South Kansas & Oklahoma Rr (Skol),Y - South Kansas & Oklahoma RR (SKOL) (Cherryvale),Active,Storage Yard,587910000,SKOL,123 N Depot St,,Cherryvale,KS,nan,No,,,,""Customer Service  (866) 889-2826, Ext. 3    cs3@watco.com  storage@watco.com"",,""UP, CPKC, BNSF, KO"",No,No,storage@watco.com,No,,,,,,,1008864,,2023-01-06 00:00:00,1,2023-10-03 09:39:45,5746,2025-03-03,,,,"
",2828,Y - South Plains And Lamesa Railroad,Y - South Plains and Lamesa Railroad (Slaton),Active,Storage Yard,677173000,,,,Slaton,TX,nan,No,,,,,,,No,No,,No,,,33.418681,-101.6318037,,,0,,2024-09-20 00:00:00,1,2024-10-17 10:24:41,5822,2025-03-03,,,,"
",2838,Y - Southern Switching Co (Abilene Tx),Y - Southern Switching Co (Abilene TX) (Abilene),Active,Storage Yard,678810000,,,,Abilene,TX,nan,No,,,,,,UP,No,No,,No,,,32.4472079,-99.7269041,,,0,,2024-09-20 00:00:00,1,2024-10-17 10:29:32,5822,2025-03-03,,,,"
",2879,""Y - Spokane, Spangle & Palouse Railway, Llc"",""Y - Spokane, Spangle & Palouse Railway, LLC (Colfax)"",Active,Storage Yard,847152000,,725 N Lake St,,Colfax,WA,99111,No,,,,Rail station Marshall,,BNSF/SSP,No,No,Frank Forlini frank@omahatrack.com; Customer Service customerservice@ssprw.com; Jeremy Lebeau jlebeau@crmsrail.com,No,,,,,,(402) 932-6380,0,,2024-09-20 00:00:00,1,2024-10-17 10:35:52,5822,2025-03-03,,,,"
",2353,Y - St. Croix Valley Railroad,Y - St. Croix Valley Railroad (Crookston),Active,Storage Yard,501868000,SCCM,PO Box 705,,Crookston,MN,nan,No,,,,""BNSF at Hinckley, MN.      Monique Hollands  Manager of Administration  Minnesota Northern Railroad  Dakota Northern Railroad  St. Croix Valley Railroad  218-281-4704 Ext. 2  "",,BNSF,No,No,mnnll@rrv.net,No,,,,,,,1008863,,2023-01-06 00:00:00,1,2023-09-25 14:12:39,5746,2025-03-03,,,,"
",2116,Y - St. Mary'S Railroad (Sm),Y - St. Mary's Railroad (SM) (St. Marys),Active,Storage Yard,465890000,,510 West Gallop St.,,St. Marys,GA,31558,No,,,,Inbound Routing:  CSXT - KGSLD - SM  Outbound Routing:  SM - YULEE - CSXT,,CSXT,No,No,ppleasant@stmarysrail.com; admin@stmarysrail.com,No,,,,,,,1005844,www.stmarysrail.com ,2020-04-09 14:17:39,3509,2024-05-30 08:08:09,5746,2025-03-03,,,,"
",805,Y - St. Mary'S West (Smw),Y - St. Mary's West (SMW) (Waresboro),Active,Storage Yard,466440000,,4310 B Albany Avenue,,Waresboro,GA,31564,No,,,,,,CSX,No,No,marcus.westreicher@smwrail.com,No,,,31.248121,-82.473866,,(912) 285-3855,1005961,,2009-06-23 09:41:21,10,2024-05-30 08:08:40,5746,2025-03-03,,,,"
",2863,Y - Sunflour Railroad,Y - Sunflour Railroad (Rosholt),Active,Storage Yard,521114000,,,,Rosholt,SD,nan,No,,,,,,CPRS/SNR,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-10-17 10:19:04,5822,2025-03-03,,,,"
",3139,Y - Tazewell & Peoria Railroad (Gwrr),Y - Tazewell & Peoria Railroad (GWRR) (Creve Coeur),Active,Repair,,,301 Wesley Road,,Creve Coeur,IL,61610,No,,,,""Delivering Line (cont).: IAIS, TPW, KJRY, IMRR"",,""BNSF, CN, NS, UP"",No,No,,No,,,,,,,1008876,,2024-12-05 09:47:57,5746,2024-12-05 09:47:57,5746,2025-03-03,,,,"
",2354,Y - Tennessee Southern Railroad,Y - Tennessee Southern Railroad (Mt Pleasant),Active,Storage Yard,435240000,TSRR,100 Railroad Street,,Mt Pleasant,TN,38474,No,,,,""CSX at Natco, TN    Customer Service Contact:  Phone: (855) 955-RAIL (7245)  Fax: (904) 423-5388  Email: tsrr-cs@patriotrail.com"",,CSXT,No,No,tsrr-cs@patriotrail.com,No,,,,,,,1008878,,2023-01-06 00:00:00,1,2023-09-25 14:17:18,5746,2025-03-03,,,,"
",773,Y - Tennken Railroad,Y - TENNKEN RAILROAD (Dyersburg),Active,Storage Yard,438670000,,1220 Cherry ST,,Dyersburg,TN,38024,No,,,,,,CN,No,No,SCTRagent@sctrail.com,No,,,36.048821,-89.377384,,(931) 729-4227,1009997,,2008-12-10 15:52:35,44,2024-11-04 13:27:36,5746,2025-03-03,,,,"
",3135,Y - Texamerica Center,Y - TexAmerica Center (HOOKS),Active,Storage Yard,661137000,,PO BOX 145,,HOOKS,TX,75561,No,,,,UP-TEXARKANA- TNER,,TNER,No,No,DARRELL.THOMPSON@TEXAMERICASCENTER.COM;  TACRAILCUSTOMER@TEXAMERICASCENTER.COM,No,,,33.473406,-94.283466,,(501) 844-4444,0,,2024-10-28 10:07:40,5822,2024-10-28 10:07:40,5822,2025-03-03,,,,"
",2152,Y - Texas Gonzales & Northern Railway (Txgn),Y - Texas Gonzales & Northern Railway (TXGN) (Dallas),Active,Storage Yard,687220000,,14951 Dallas Parkway,,Dallas,TX,75254,No,,,,TXGN is UP served  Car cleaner on site w/ Tactical and Path Environmental.  MRU’s can access cars.  ,,UP,No,No,request-txgn@tnw-rr.com,No,,,,,,,1007453,,2021-03-05 09:32:01,3509,2024-04-29 09:38:55,5712,2025-03-03,,,,"
",2356,Y - Texas New Mexico Railroad,Y - Texas New Mexico Railroad (Eunice),Active,Storage Yard,694910000,TNMR,109 E Texas Ave,,Eunice,NM,88231,No,,,,""UP at Monahans, TX    Ed Verlanic - General Manager  (806) 781-2784  edward.verlanic@watco.com"",,UP,No,No,storage@watco.com,No,,,,,,,1008874,,2023-01-06 00:00:00,1,2023-09-28 13:58:12,5746,2025-03-03,,,,"
",325,Y - Texas North Western Railway (Txnw),Y - Texas North Western Railway (TXNW) (Sunray),Active,Storage Yard,672322000,,6670 Rd E,,Sunray,TX,79086,No,,,,TNW Customer Service  P: 877-813-9838  request-txnw@tnw-rr.com,,BNSF,No,No,request-txnw@tnw-rr.com,No,,,36.021197,-101.824551,,,1007454,,2007-04-01 00:00:00,1,2024-05-30 08:09:20,5746,2025-03-03,,,,"
",751,Y - Texas Southeastern,Y - Texas Southeastern (Diboll),Review,Storage Yard,681487000,,P O Box 366,,Diboll,TX,75941,No,,2007-10-23 00:00:00,,,,,No,No,,No,,,31.203111,-94.781628,,(936) 829-7980,0,,2007-10-23 15:38:44,44,2024-10-17 10:32:52,5822,2025-03-03,,,,"
",2357,Y - The Everett Railroad Company,Y - The Everett Railroad Company (Duncansville),Active,Storage Yard,212479000,EVRR,424 2nd Avenue,,Duncansville,PA,16635,No,,,,""Jamie Winters - Office Manager  The Everett Railroad Company  424 2nd Avenue  Duncansville, PA 16635  Phone: (814) 695-9628  jamie.winters@everettrailroad.com  "",,NS,No,No,jamie.winters@everettrailroad.com,No,,,,,,,1009095,,2023-01-06 00:00:00,1,2023-09-25 09:29:59,5746,2025-03-03,,,,"
",2358,Y - The Prairie Line Inc,Y - The Prairie Line Inc (St. Louis),Active,Storage Yard,396623000,PLOI,1 Arsenal St.,,St. Louis,MO,63118,No,,,,Aaron L. Broyles  President  The Prairie Line  314.517.0529 – direct  aaron@theprairieline.com  ,,""TRRA, UP"",No,No,aaron@theprairieline.com; joet@theprairieline.com,No,,,,,,,1008854,,2023-01-06 00:00:00,1,2024-12-04 14:07:35,5746,2025-03-03,,,,"
",2815,Y - Tidewater (Texas Pacifico)(Don'T Use),Y - Tidewater (Texas Pacifico)(DON'T USE) (Fort Worth),Active,Storage Yard,668200000,,,,Fort Worth,TX,nan,No,,,,""Superior Silica Sands cars  Cars are located at Texas Pacifico Transp.-Big Lake, TX"",,UP/BNSF,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-10-17 10:30:20,5822,2025-03-03,,,,"
",2359,Y - Tidewater Logistics (Big Lake Tx),Y - Tidewater Logistics (Big lake TX) (Fort Worth),Active,Storage Yard,693480000,TWBT,5600 Clearfork main st,Suite 480,Fort Worth,TX,76109,No,,,,Atlee Kile - Business Development Manager   (580) 927-6058  akile@twlog.com  ,,TXPF,No,No,akile@twlog.com,No,,,,,,,1008879,,2023-01-06 00:00:00,1,2023-09-25 09:25:44,5746,2025-03-03,,,,"
",809,""Y - Tishomingo @ Iuka, Ms"",""Y - Tishomingo @ Iuka, MS (Holly Springs)"",Review,Storage Yard,482150000,,Mississippi Central RR,542 E. Van Dorn Ave,Holly Springs,MS,38635,No,,,,owned by Pioneer Resources  contact Shane Cullen ,,,No,No,,No,309-697-1587,,34.810705,-88.198786,,(309) 697-1400,0,,2009-07-28 08:01:28,247,2024-10-17 09:46:33,5822,2025-03-03,,,,"
",2360,Y - Toledo Peoria & Western Rail,Y - Toledo Peoria & Western Rail (East Peoria),Active,Storage Yard,388419000,TPW,1990 E Washington St,,East Peoria,IL,61611,No,,,,TPW Customer Service:  TPW-CS@gwrr.com  Heath M. Mondragon -General Manager  Cell 716-341-9953  heath.mondragon@gwrr.com,,""UP, NS, CSXT, CN, KB"",No,No,TPW-CS@gwrr.com,No,,,,,,,1008876,,2023-01-06 00:00:00,1,2023-09-25 09:22:04,5746,2025-03-03,,,,"
",2877,Y - Top Rail Solutions,Y - Top Rail Solutions (Tenaha),Active,Storage Yard,665943000,,990 US-84,,Tenaha,TX,75974,No,,,,""Yard in Tenaha, TX - mailing address Pittsburg, KS"",,BNSF/UP,No,No,dbishop@trsrail.com,No,,,31.9536008,-94.2058994,,,0,,2024-09-20 00:00:00,1,2024-10-17 10:30:49,5822,2025-03-03,,,,"
",2361,Y - Top Rail Solutions Inc,Y - Top Rail Solutions Inc (Pittsburg),Active,Storage Yard,627854000,TPRS,765 E. 520th Ave,,Pittsburg,KS,nan,No,,,,""Storage arranged through Top Rail.  Top Rail Team - trsteam@trsrail.com  Sheri Schmidt, Manager  Customer Experience Team  (620) 687-0282"",,,No,No,trsteam@trsrail.com,No,,,,,,,1008877,,2023-01-06 00:00:00,1,2023-09-25 09:18:54,5746,2025-03-03,,,,"
",2772,Y - Tradepoint Rail (Sparrows Pt) $2.50 Hop,Y - Tradepoint Rail (Sparrows Pt) $2.50 HOP (SPARROWS POINT),Active,Storage Yard,232357000,,6500 TRADEPOINT AVE,,SPARROWS POINT,MD,21219,No,,,,,,CSXT/NS,No,No,rmergler@tradepointrail.com,No,,,39.245211,-76.474303,,(410) 709-1301,0,,2024-09-20 00:00:00,1,2024-10-17 09:40:24,5822,2025-03-03,,,,"
",2427,Y - Transkentucky Transportation Railroad (Ttis),Y - Transkentucky Transportation Railroad (TTIS) (Paris),Active,Storage Yard,285390000,,205 Winchester St,,Paris,KY,40361,No,,,,""CSXT: Paris, KY (PARIK)    TTIS's holding company: Midwest & Bluegrass Rail (MB Rail)"",,CSXT,No,No,Matthew Ruple - mdr.iobinc@yahoo.com  Brendan Keener - b.keener@mbrail.com,No,,,,,,,1006052,,2023-06-09 09:52:42,5746,2024-05-30 08:10:01,5746,2025-03-03,,,,"
",2362,Y - Union City Terminal Railroad (Cathcart),Y - Union City Terminal Railroad (Cathcart) (Union City),Active,Storage Yard,438230000,UCT,214 East Church St,,Union City,TN,38261,No,,,,""Storage arranged through Top Rail.     Top Rail Team - trsteam@trsrail.com  Sheri Schmidt, Manager  Customer Experience Team  (620) 687-0282  "",,CN,No,No,trsteam@trsrail.com,No,,,,,,,1008880,,2023-01-06 00:00:00,1,2024-11-05 13:59:08,5746,2025-03-03,,,,"
",2415,""Y - Union Tank (Sayre, Pa)"",""Y - Union Tank (Sayre, PA) (Sayre)"",Active,Storage Yard,201142000,,N Thomas Ave,,Sayre,PA,18840,No,,,,Timothy Flynn | Office Administrator  Union Tank Car Company | A Marmon/Berkshire Hathaway Company  403 N. Thomas Ave | Sayre Pa.  18840  PH: 1-570-888-9623  Ext. 3241  ,,NS,No,No,flynnt@utlx.com,No,,,,,,,1008687,,2023-03-16 11:06:10,5746,2023-09-25 08:28:48,5746,2025-03-03,,,,"
",499,Y - V & S Railway,Y - V & S Railway (Attica),Review,Storage Yard,589728000,,,,Attica,KS,nan,No,,,,,,,No,No,,No,,,37.241813,-98.226601,,,0,,2007-04-01 00:00:00,1,2008-11-24 15:03:17,253,2025-03-03,,,,"
",2027,Y - V&S Railway (Hutchinson),Y - V&S Railway (Hutchinson) (Hutchinson),Review,Storage Yard,589120000,,,,Hutchinson,KS,nan,No,,,,,,,No,No,,No,,,,,,,0,,2016-03-21 15:11:19,10,2024-10-17 09:28:40,5822,2025-03-03,,,,"
",3088,Y - V&S Railway,Y - V&S Railway (Medicine Lodge),Active,Storage Yard,589954000,,,,Medicine Lodge,KS,nan,No,,,,,,BNSF,No,No,,No,,,37.2807873,-98.586735,,,0,,2024-09-20 00:00:00,1,2024-10-17 09:36:55,5822,2025-03-03,,,,"
",502,Y - Vandalia Railroad Storage Track,Y - Vandalia Railroad Storage Track (Vandalia),Review,Storage Yard,395250000,,""1318 S. Johanson Road, Peoria, IL  61607"",,Vandalia,IL,nan,No,,,,,,,No,No,jpainter1@pioneer-railcor,No,(900) 554-7329,,38.97726,-89.100191,,(800) 336-9479,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
